address,city,postcode,latitude,longitude
1853 TRADERS POINT LN SW,ROCHESTER,55902,43.9955536,-92.4993661
838 4 AVE NE,BYRON,55920,44.0398087,-92.6387442
244 10 ST NE,BYRON,55920,44.0408399,-92.6409259
607 9 ST NW,BYRON,55920,44.0382222,-92.6561425
808 6 AVE NW,BYRON,55920,44.0376943,-92.6552079
1629 BROADWAY AVE N,ROCHESTER,55906,44.0401179,-92.4633353
610 7 AVE NE,BYRON,55920,44.0343422,-92.6345626
122 5 AVE NW,BYRON,55920,44.0299404,-92.6536661
710 2 AVE NW,BYRON,55920,44.0368458,-92.647859
902 2 AVE NW,BYRON,55920,44.0389703,-92.6480723
812 1 AVE NW,BYRON,55920,44.0382247,-92.6465966
906 1 AVE NW,BYRON,55920,44.0391105,-92.6466453
309 8 AVE NW,BYRON,55920,44.0310567,-92.6582393
855 FRONTAGE RD NW,BYRON,55920,44.0295438,-92.6587931
115 4 ST NW,BYRON,55920,44.0328497,-92.6480261
515 1 AVE NW,BYRON,55920,44.0346717,-92.6470996
408 1 AVE NW,BYRON,55920,44.0333326,-92.6464163
13 7 ST NW,BYRON,55920,44.0365041,-92.6460185
1104 4 ST NW,BYRON,55920,44.0323696,-92.6623977
417 10 AVE NW,BYRON,55920,44.0339825,-92.6607384
508 9 AVE NW,BYRON,55920,44.0346781,-92.6586926
418 11 AVE NW,BYRON,55920,44.0337798,-92.66134
600 1 AVE NE,BYRON,55920,44.0348402,-92.6436483
213 5 ST NE,BYRON,55920,44.0340634,-92.6415953
622 MEADOWLARK CT NW,BYRON,55920,44.0359828,-92.6493529
205 BYRON AVE N,BYRON,55920,44.0307008,-92.6456956
219 1 AVE NW,BYRON,55920,44.0312645,-92.6471719
930 BYRON AVE N,BYRON,55920,44.0403693,-92.6454206
309 BYRON AVE N,BYRON,55920,44.0320722,-92.6458126
305 2 AVE NE,BYRON,55920,44.0320436,-92.6427111
278 60 AVE NW,ROCHESTER,55901,44.0254712,-92.5577114
6710 W  RIVER RD NW,ROCHESTER,55901,44.096991,-92.4666118
702 UPPER MEADOW LN NW,ROCHESTER,55901,44.0833568,-92.4722436
251 KRISTIN DR NW,ROCHESTER,55901,44.0968334,-92.4634994
187 RIVER BLUFFS LN NW,ROCHESTER,55901,44.1011464,-92.4542049
531 BLUFF RD NW,ROCHESTER,55901,44.0998659,-92.4665163
508 BLUFF RD NW,ROCHESTER,55901,44.0987393,-92.4662125
6901 OAKMERE LN NW,ROCHESTER,55901,44.0998557,-92.462715
308 BEAR PAW CIR NE,BYRON,55920,44.0319495,-92.6362865
303 2 ST NW,BYRON,55920,44.031301,-92.6512421
101 4 AVE NW,BYRON,55920,44.0295433,-92.6530707
310 2 ST NW,BYRON,55920,44.0309994,-92.6516898
513 4 ST NE,BYRON,55920,44.0327024,-92.6361986
413 5 AVE NE,BYRON,55920,44.0336,-92.6378868
611 3 AVE NW,BYRON,55920,44.0355981,-92.6519235
308 7 ST NW,BYRON,55920,44.0364578,-92.6511734
712 4 AVE NW,BYRON,55920,44.0377055,-92.65296
814 3 AVE NW,BYRON,55920,44.0382212,-92.6494307
917 BYRON AVE N,BYRON,55920,44.0397307,-92.6459338
209 5 AVE NW,BYRON,55920,44.0305027,-92.6542074
213 6 AVE NW,BYRON,55920,44.0303071,-92.6554791
1830 68 ST NW,ROCHESTER,55901,44.0977709,-92.4891705
1635 CHIPPEWA DR NW,ROCHESTER,55901,44.1027495,-92.4857053
7075 MESABI CT NW,ROCHESTER,55901,44.1015342,-92.4822023
7026 INDIGO CT NW,ROCHESTER,55901,44.1001519,-92.4756813
6215 OAK MEADOW LN NW,ROCHESTER,55901,44.0889718,-92.4690354
601 PORTLAND CT NE,ROCHESTER,55906,44.0812907,-92.454714
5315 ST MARY DR NW,ROCHESTER,55901,44.0232898,-92.5558766
1200 WINDBREAK CT NE,ROCHESTER,55906,44.0931107,-92.447968
418 LOWRY CT NW,ROCHESTER,55901,44.0316018,-92.5547334
5511 HOWARD ST NW,ROCHESTER,55901,44.0262518,-92.5489649
1800 65 ST NE,ROCHESTER,55906,44.0913296,-92.4410788
5277 HOWARD ST NW,ROCHESTER,55901,44.0262527,-92.5443589
6301 WOODRIDGE LN NE,ROCHESTER,55906,44.0887705,-92.4392827
1526 BUCK RIDGE DR NE,ROCHESTER,55906,44.0958419,-92.4427405
1242 CAMELBACK CT NE,ROCHESTER,55906,44.0998552,-92.4472782
5221 CAMERON DR NW,ROCHESTER,55901,44.0313345,-92.5428502
5274 CARRINGTON LN NW,ROCHESTER,55901,44.0293302,-92.5403752
6680 CREST VIEW LN NW,ROCHESTER,55901,44.0961582,-92.4924196
585 73 ST NW,ROCHESTER,55901,44.1037839,-92.4646693
450 73 ST NW,ROCHESTER,55901,44.1016739,-92.4624333
264 RIVER BLUFFS LN NW,ROCHESTER,55901,44.0998693,-92.4570343
371 HASTINGS LN NW,ROCHESTER,55901,44.1052714,-92.461239
411 3 AVE NE,BYRON,55920,44.0333168,-92.6406233
218 6 ST NE,BYRON,55920,44.0344887,-92.6412678
305 9 ST NE,BYRON,55920,44.0403917,-92.6398551
308 3 ST NE,BYRON,55920,44.0316328,-92.6402041
406 4 AVE NE,BYRON,55920,44.0330517,-92.6387479
707 1 AVE NW,BYRON,55920,44.0366478,-92.6472076
1007 2 AVE NE,BYRON,55920,44.0405987,-92.642835
109 4 ST NE,BYRON,55920,44.0329202,-92.642752
123 2 AVE NE,BYRON,55920,44.030064,-92.6427692
109 2 AVE NW,BYRON,55920,44.0300539,-92.6485238
6093 13 AVE NW,ROCHESTER,55901,44.0862219,-92.4830736
5951 12 AVE NW,ROCHESTER,55901,44.0842989,-92.4801758
6278 13 AVE NW,ROCHESTER,55901,44.0892949,-92.4813562
6501 BUCKRIDGE CT NE,ROCHESTER,55906,44.0928387,-92.4528466
5975 BUCK HILL CT NE,ROCHESTER,55906,44.0893161,-92.4477496
5809 CHATEAU RD NW,ROCHESTER,55901,44.0841561,-92.5167155
1856 SUMMIT DR NE,ROCHESTER,55906,44.0825402,-92.4420287
2191 68 ST NW,ROCHESTER,55901,44.1005769,-92.4959429
3845 MARKET ST NE,EYOTA,55934,44.0620977,-92.2687729
2007 COUNTY RD 102   NE,EYOTA,55934,44.0433165,-92.2998741
6251 130 AVE NE,EYOTA,55934,44.0898718,-92.2199938
682 75 ST NW,ROCHESTER,55901,44.1076033,-92.4682956
6610 BUCKTHORN DR NW,ROCHESTER,55901,44.0945753,-92.4683923
6821 MESABI CT NW,ROCHESTER,55901,44.0987386,-92.482591
5810 W  RIVER RD NW,ROCHESTER,55901,44.0847593,-92.4738826
1023 BUCK RIDGE DR NE,ROCHESTER,55906,44.0907007,-92.4499118
4815 VALLEYHIGH RD NW,ROCHESTER,55901,44.0581692,-92.5352392
1715 35 ST NE,ROCHESTER,55906,44.0595232,-92.4400624
2060 67 ST NW,ROCHESTER,55901,44.0959306,-92.494513
2231 67 ST NW,ROCHESTER,55901,44.0955238,-92.498181
5877 RIVER RIDGE CT NE,ROCHESTER,55906,44.0871635,-92.4496427
6810 BUCKTHORN DR NW,ROCHESTER,55901,44.0909359,-92.4625166
326 9 ST NW,BYRON,55920,44.0383576,-92.6518493
329 10 ST NW,BYRON,55920,44.0399675,-92.6521632
1001 5 AVE NW,BYRON,55920,44.0393532,-92.6550571
52 FIELD AVE SW,BYRON,55920,44.0202832,-92.6166469
4458 COUNTY RD 3   SW,BYRON,55920,43.9546976,-92.6187903
7227 COUNTY RD 117  SW,BYRON,55920,43.9585071,-92.581469
9728 35 ST SW,BYRON,55920,43.9682278,-92.6333097
9323 35 ST SW,BYRON,55920,43.9716249,-92.6251005
7249 COUNTY RD 117  SW,BYRON,55920,43.9570805,-92.5835027
4479 COUNTY RD 3   SW,BYRON,55920,43.9573686,-92.6254968
6623 HWY 42   NE,ELGIN,55932,44.097922,-92.2506704
10705 VIOLA RD NE,EYOTA,55934,44.0648041,-92.2647608
8113 VIOLA RD NE,EYOTA,55934,44.0649415,-92.3162628
3354 130 AVE NE,EYOTA,55934,44.056705,-92.211675
8537 SILVER CREEK RD NE,EYOTA,55934,44.0357718,-92.3080348
302 100 AVE NE,EYOTA,55934,44.0239733,-92.2786884
12503 COUNTY RD 9   E,EYOTA,55934,44.0262947,-92.2278685
10624 VIOLA RD NE,EYOTA,55934,44.0638227,-92.2660369
10545 MAIN ST NE,EYOTA,55934,44.0636222,-92.2680373
3078 AVALON COVE CT NW,ROCHESTER,55901,44.024244,-92.5113784
3038 AVALON COVE CT NW,ROCHESTER,55901,44.0239792,-92.5105729
3012 AVALON COVE CT NW,ROCHESTER,55901,44.0244004,-92.5100674
117 AVALON COVE CIR NW,ROCHESTER,55901,44.0251818,-92.509962
152 AVALON COVE CIR NW,ROCHESTER,55901,44.0259621,-92.5096273
14 63 AVE SW,ROCHESTER,55902,44.0213009,-92.5639213
8046 COUNTRY CLUB RD W,BYRON,55920,44.0211573,-92.5998725
526 95 AVE SW,BYRON,55920,44.0126494,-92.6258055
1225 COUNTY RD 5   SW,BYRON,55920,44.0041696,-92.6492677
1771 COUNTY RD 3   SW,BYRON,55920,43.9959944,-92.6090639
1218 70 AVE SW,BYRON,55920,44.0041331,-92.5759017
9503 COUNTY RD 25   SW,BYRON,55920,43.9880399,-92.6287406
2823 105 AVE SW,BYRON,55920,43.9804191,-92.6493996
3221 110 AVE SW,BYRON,55920,43.9729549,-92.6636255
3937 COUNTY RD 150  SW,BYRON,55920,43.9646089,-92.6386775
3709 COUNTY RD 3   SW,BYRON,55920,43.9678374,-92.6089038
3721 COUNTY RD 15   SW,BYRON,55920,43.9678129,-92.5733837
4471 COUNTY RD 3   SW,BYRON,55920,43.9571675,-92.6234822
9525 60 ST SW,BYRON,55920,43.9366211,-92.6294311
5230 60 AVE SW,ROCHESTER,55902,43.948525,-92.5588168
310 63 AVE SW,ROCHESTER,55902,44.0169884,-92.5639248
1142 MAPLEBECK ENCLAVE  NE,BYRON,55920,44.0431568,-92.6327894
5299 WEATHERSTONE CIR NW,ROCHESTER,55901,44.08596,-92.5417399
5408 WEATHERSTONE CIR NW,ROCHESTER,55901,44.086288,-92.5404298
5354 WEATHERSTONE CIR NW,ROCHESTER,55901,44.0864969,-92.5413255
5268 WEATHERSTONE CIR NW,ROCHESTER,55901,44.0858027,-92.5422471
5041 WEATHERSTONE CIR NW,ROCHESTER,55901,44.0858917,-92.5397311
5020 WEATHERSTONE CIR NW,ROCHESTER,55901,44.0861972,-92.539248
5072 WEATHERSTONE CIR NW,ROCHESTER,55901,44.0854929,-92.5393026
815 MILLER LN SE,STEWARTVILLE,55976,43.8511207,-92.4753519
2449 SALEM HEIGHTS LN SW,ROCHESTER,55902,44.0007293,-92.4986501
4210 GARDEN CT SE,ROCHESTER,55904,43.9602306,-92.4561313
4230 GARDEN CT SE,ROCHESTER,55904,43.959339,-92.4561575
4130 PETUNIA AVE SE,ROCHESTER,55904,43.9610371,-92.4557387
4304 DAFFODIL AVE SE,ROCHESTER,55904,43.9588979,-92.4537717
565 SOMERBY ON 9  NE,BYRON,55920,44.0405474,-92.636729
128 13 ST NE,BYRON,55920,44.0427759,-92.6437568
3220 AVALON COVE LN NW,ROCHESTER,55901,44.0224834,-92.513337
3273 AVALON COVE LN NW,ROCHESTER,55901,44.0219437,-92.5145135
3233 AVALON COVE LN NW,ROCHESTER,55901,44.0227074,-92.513885
3140 AVALON COVE CT NW,ROCHESTER,55901,44.0238004,-92.5121663
3180 AVALON COVE CT NW,ROCHESTER,55901,44.0231373,-92.5125551
1751 HWY 52   N,ROCHESTER,55901,44.0410276,-92.4885975
5020 HWY 52   N,ROCHESTER,55901,44.0756646,-92.5047388
5034 TONGEN AVE NW,ROCHESTER,55901,44.0759049,-92.5074905
200 1 AVE NW,ROCHESTER,55901,44.0255325,-92.4641286
1115 5 AVE NW,ROCHESTER,55901,44.0346517,-92.4702684
536 1 AVE NW,ROCHESTER,55901,44.0292334,-92.4642279
507 2 AVE NW,ROCHESTER,55901,44.0284358,-92.4660777
1107 2 AVE NW,ROCHESTER,55901,44.0343792,-92.4661498
3112 VALLEYHIGH DR NW,ROCHESTER,55901,44.0561377,-92.5146484
1522 3 AVE NW,ROCHESTER,55901,44.0387376,-92.4668228
315 4 AVE NW,ROCHESTER,55901,44.0267998,-92.4683237
613 4 AVE NW,ROCHESTER,55901,44.0299729,-92.4684374
911 4 AVE NW,ROCHESTER,55901,44.0327148,-92.4684244
1502 4 AVE NW,ROCHESTER,55901,44.0370459,-92.4685585
2404 4 AVE NW,ROCHESTER,55901,44.0483145,-92.4693284
2625 5 AVE NW,ROCHESTER,55901,44.0515293,-92.4708649
2920 5 AVE NW,ROCHESTER,55901,44.0549031,-92.4705918
2612 4 AVE NW,ROCHESTER,55901,44.0507575,-92.4689596
2314 10 AVE NW,ROCHESTER,55901,44.0487173,-92.4776171
24 11 AVE NW,ROCHESTER,55901,44.0243113,-92.4786887
319 11 AVE NW,ROCHESTER,55901,44.0271112,-92.4793706
4735 13 AVE NW,ROCHESTER,55901,44.0727459,-92.4834132
2238 14 AVE NW,ROCHESTER,55901,44.0472325,-92.482539
2532 14 AVE NW,ROCHESTER,55901,44.0514828,-92.4829766
3105 14 AVE NW,ROCHESTER,55901,44.0561353,-92.4833242
3823 14 AVE NW,ROCHESTER,55901,44.0628298,-92.4845412
4126 14 AVE NW,ROCHESTER,55901,44.0660811,-92.4838799
4329 14 AVE NW,ROCHESTER,55901,44.0680661,-92.4844589
213 6 AVE NW,ROCHESTER,55901,44.0258755,-92.4712206
539 6 AVE NW,ROCHESTER,55901,44.02956,-92.4711445
809 6 AVE NW,ROCHESTER,55901,44.0316488,-92.4711819
4026 17 AVE NW,ROCHESTER,55901,44.0647207,-92.4873621
2905 12 AVE NW,ROCHESTER,55901,44.0546331,-92.481879
413 13 AVE NW,ROCHESTER,55901,44.0273095,-92.4833948
1106 13 AVE NW,ROCHESTER,55901,44.034106,-92.4811043
1409 13 AVE NW,ROCHESTER,55901,44.0366136,-92.4816779
1510 13 AVE NW,ROCHESTER,55901,44.038691,-92.4835662
2003 13 AVE NW,ROCHESTER,55901,44.0439276,-92.4815406
8104 MAPLE VALLEY RD SE,ROCHESTER,55904,43.9045721,-92.3808688
4515 13 AVE NW,ROCHESTER,55901,44.0697701,-92.4834547
4611 13 AVE NW,ROCHESTER,55901,44.0709529,-92.4834376
2406 18 AVE NW,ROCHESTER,55901,44.0486722,-92.4884821
2503 18 AVE NW,ROCHESTER,55901,44.0495637,-92.4891442
4381 CIMARRON CT NW,ROCHESTER,55901,44.0699544,-92.4909253
934 ELTON HILLS CT NW,ROCHESTER,55901,44.0564351,-92.4770299
971 ELTON HILLS CT NW,ROCHESTER,55901,44.0572971,-92.4778253
13 ELTON RIDGE CT NW,ROCHESTER,55901,44.0585381,-92.4719512
27 18 AVE NW,ROCHESTER,55901,44.0242439,-92.4907649
1714 18 AVE NW,ROCHESTER,55901,44.0406483,-92.4891081
2429 23 AVE NW,ROCHESTER,55901,44.04931,-92.4955013
2527 23 AVE NW,ROCHESTER,55901,44.0500948,-92.4951401
506 5 AVE NW,ROCHESTER,55901,44.0285243,-92.4693373
3419 9 AVE NW,ROCHESTER,55901,44.0588275,-92.4745506
3501 9 1/2 AVE NW,ROCHESTER,55901,44.0603887,-92.4756905
2130 11 AVE NW,ROCHESTER,55901,44.0458838,-92.4792493
2308 11 AVE NW,ROCHESTER,55901,44.0469799,-92.4792018
2342 11 AVE NW,ROCHESTER,55901,44.0480002,-92.4791783
2524 11 AVE NW,ROCHESTER,55901,44.0508136,-92.4789843
2404 16 AVE NW,ROCHESTER,55901,44.0486923,-92.4862525
2907 16 AVE NW,ROCHESTER,55901,44.0536629,-92.4861329
3407 16 AVE NW,ROCHESTER,55901,44.0597336,-92.4867422
4005 16 AVE NW,ROCHESTER,55901,44.0640493,-92.4868063
4501 16 AVE NW,ROCHESTER,55901,44.069578,-92.4867491
4514 16 AVE NW,ROCHESTER,55901,44.0700628,-92.4861135
1427 15 AVE NW,ROCHESTER,55901,44.0373636,-92.4838512
1959 15 AVE NW,ROCHESTER,55901,44.0443113,-92.4847122
2025 15 AVE NW,ROCHESTER,55901,44.0450193,-92.4849613
5018 23 AVE NW,ROCHESTER,55901,44.0749542,-92.4980124
2518 24 AVE NW,ROCHESTER,55901,44.0497858,-92.4957871
2733 4 AVE NW,ROCHESTER,55901,44.0525583,-92.4696837
2812 4 AVE NW,ROCHESTER,55901,44.0537954,-92.469184
2928 4 AVE NW,ROCHESTER,55901,44.0550427,-92.4691959
1816 EVERGREEN DR NW,ROCHESTER,55901,44.0420512,-92.4992896
4221 MANOR PARK DR NW,ROCHESTER,55901,44.027147,-92.5272259
4106 MANOR VIEW DR NW,ROCHESTER,55901,44.0233436,-92.5221051
4200 MANOR VIEW DR NW,ROCHESTER,55901,44.0218848,-92.5229997
4228 MANOR VIEW DR NW,ROCHESTER,55901,44.0219378,-92.5256465
1211 6 AVE NW,ROCHESTER,55901,44.035572,-92.4713418
2922 6 AVE NW,ROCHESTER,55901,44.0547903,-92.4719274
220 7 AVE NW,ROCHESTER,55901,44.026003,-92.4721845
914 7 AVE NW,ROCHESTER,55901,44.0326358,-92.4720892
2228 13 AVE NW,ROCHESTER,55901,44.0470094,-92.4813987
2316 13 AVE NW,ROCHESTER,55901,44.0479512,-92.4813911
2429 13 AVE NW,ROCHESTER,55901,44.0493137,-92.482001
4117 13 AVE NW,ROCHESTER,55901,44.0657331,-92.4835048
4311 13 AVE NW,ROCHESTER,55901,44.06753,-92.4834778
4440 13 AVE NW,ROCHESTER,55901,44.0691546,-92.4828424
1116 7 AVE NW,ROCHESTER,55901,44.0346469,-92.471993
1413 7 AVE NW,ROCHESTER,55901,44.0367576,-92.4725317
2914 7 AVE NW,ROCHESTER,55901,44.0546961,-92.4731604
211 8 AVE NW,ROCHESTER,55901,44.025738,-92.4740629
724 8 AVE NW,ROCHESTER,55901,44.0316843,-92.4735252
927 8 AVE NW,ROCHESTER,55901,44.032925,-92.4740829
1016 8 AVE NW,ROCHESTER,55901,44.0336819,-92.4734502
1213 8 AVE NW,ROCHESTER,55901,44.0355517,-92.4740422
218 8 1/2 AVE NW,ROCHESTER,55901,44.0259859,-92.475033
411 8 1/2 AVE NW,ROCHESTER,55901,44.0274931,-92.4756886
211 9 AVE NW,ROCHESTER,55901,44.0257813,-92.4769348
816 9 AVE NW,ROCHESTER,55901,44.0317568,-92.4757701
1115 9 AVE NW,ROCHESTER,55901,44.0347681,-92.4763219
2414 9 AVE NW,ROCHESTER,55901,44.0494975,-92.4760375
3111 9 AVE NW,ROCHESTER,55901,44.0564902,-92.4761436
2566 11 AVE NW,ROCHESTER,55901,44.0521163,-92.4790121
2636 11 AVE NW,ROCHESTER,55901,44.053266,-92.4790188
2657 11 AVE NW,ROCHESTER,55901,44.0539212,-92.479868
3025 11 1/2 AVE NW,ROCHESTER,55901,44.0554449,-92.4805034
404 12 AVE NW,ROCHESTER,55901,44.0270543,-92.479864
1102 12 AVE NW,ROCHESTER,55901,44.0338826,-92.4799492
2327 12 AVE NW,ROCHESTER,55901,44.0475716,-92.4809545
2429 12 AVE NW,ROCHESTER,55901,44.0495793,-92.4809221
2542 12 AVE NW,ROCHESTER,55901,44.0513205,-92.4802195
2608 12 AVE NW,ROCHESTER,55901,44.0520954,-92.4802069
1304 GAGE CT NW,ROCHESTER,55901,44.0629057,-92.4830712
4746 HARVEST CT NW,ROCHESTER,55901,44.0711396,-92.4867516
1501 PAHAMA CT NW,ROCHESTER,55901,44.0376705,-92.4761011
2018 TELEMARK CT NW,ROCHESTER,55901,44.0454175,-92.4762103
444 VALHALLA CT NW,ROCHESTER,55901,44.0481909,-92.4731932
618 CHALET DR NW,ROCHESTER,55901,44.0568629,-92.4715067
911 CHALET DR NW,ROCHESTER,55901,44.0597439,-92.4739278
945 CHALET DR NW,ROCHESTER,55901,44.0603092,-92.475157
3911 MANOR WOODS DR NW,ROCHESTER,55901,44.0249445,-92.5213991
4124 MANOR WOODS DR NW,ROCHESTER,55901,44.0237314,-92.5250225
4311 MANOR WOODS DR NW,ROCHESTER,55901,44.0242177,-92.5272092
1842 TERRACEWOOD DR NW,ROCHESTER,55901,44.0419622,-92.4719931
2024 VALKYRIE DR NW,ROCHESTER,55901,44.0447206,-92.4750007
2204 VALKYRIE DR NW,ROCHESTER,55901,44.0463272,-92.4730785
2042 VALLEYHIGH DR NW,ROCHESTER,55901,44.0385304,-92.4957347
2216 VIKING DR NW,ROCHESTER,55901,44.0462033,-92.4671553
1020 CHALET DR NW,ROCHESTER,55901,44.0593804,-92.4777111
419 ELTON HILLS DR NW,ROCHESTER,55901,44.0483413,-92.4716264
615 ELTON HILLS DR NW,ROCHESTER,55901,44.0498052,-92.4736851
4633 13 AVE NW,ROCHESTER,55901,44.0715481,-92.4834289
4514 14 AVE NW,ROCHESTER,55901,44.0697753,-92.4838541
4532 14 AVE NW,ROCHESTER,55901,44.0703136,-92.4838463
4702 14 AVE NW,ROCHESTER,55901,44.0717234,-92.4838259
1421 16 AVE NW,ROCHESTER,55901,44.0372086,-92.4861006
1608 16 AVE NW,ROCHESTER,55901,44.0389485,-92.4854362
1642 16 AVE NW,ROCHESTER,55901,44.0399099,-92.4854858
2204 15 AVE NW,ROCHESTER,55901,44.0464595,-92.4844375
2333 15 AVE NW,ROCHESTER,55901,44.0485356,-92.4840527
3616 21 AVE NW,ROCHESTER,55901,44.0610925,-92.4942658
4529 21 AVE NW,ROCHESTER,55901,44.0707919,-92.495342
4521 21 1/2 AVE NW,ROCHESTER,55901,44.0705586,-92.4964554
2419 VIKING CT NW,ROCHESTER,55901,44.0490502,-92.4658764
623 WOODDALE CT NW,ROCHESTER,55901,44.0419341,-92.4733712
406 CHALET DR NW,ROCHESTER,55901,44.0570052,-92.4697089
3015 15 AVE NW,ROCHESTER,55901,44.0547444,-92.4852036
3111 15 AVE NW,ROCHESTER,55901,44.0564742,-92.4844172
3209 15 AVE NW,ROCHESTER,55901,44.0574342,-92.4844306
3509 15 AVE NW,ROCHESTER,55901,44.0594838,-92.4851393
3818 15 AVE NW,ROCHESTER,55901,44.0626708,-92.4850474
4009 15 AVE NW,ROCHESTER,55901,44.0642678,-92.4855347
4502 15 AVE NW,ROCHESTER,55901,44.0695541,-92.4849074
4603 15 AVE NW,ROCHESTER,55901,44.0707635,-92.4855405
4435 22 AVE NW,ROCHESTER,55901,44.0702097,-92.4975307
4905 22 AVE NW,ROCHESTER,55901,44.0731211,-92.4975336
5011 22 AVE NW,ROCHESTER,55901,44.0747731,-92.4973897
3334 WHALERS LN NW,ROCHESTER,55901,44.080021,-92.5133446
820 WOODGATE LN NW,ROCHESTER,55901,44.0436431,-92.4757201
3322 8 LN NW,ROCHESTER,55901,44.0578574,-92.4737219
4103 19 1/2 LN NW,ROCHESTER,55901,44.0672099,-92.49152
1902 45 LN NW,ROCHESTER,55901,44.070303,-92.4926892
2130 49 1/2 LN NW,ROCHESTER,55901,44.0734055,-92.4963228
3719 1 PL NW,ROCHESTER,55901,44.0244143,-92.5193673
2317 VIKING DR NW,ROCHESTER,55901,44.0479199,-92.4654962
1404 15 1/2 AVE NW,ROCHESTER,55901,44.0365491,-92.484388
1500 16 1/2 AVE NW,ROCHESTER,55901,44.0373744,-92.4865952
1264 17 AVE NW,ROCHESTER,55901,44.0354265,-92.4866585
2128 17 AVE NW,ROCHESTER,55901,44.0461847,-92.4877355
2416 17 AVE NW,ROCHESTER,55901,44.0489651,-92.4873562
2524 17 AVE NW,ROCHESTER,55901,44.0501399,-92.4871709
2615 17 AVE NW,ROCHESTER,55901,44.0508141,-92.4876303
2812 17 AVE NW,ROCHESTER,55901,44.0534927,-92.4868924
3027 17 AVE NW,ROCHESTER,55901,44.0556451,-92.4874921
3522 20 AVE NW,ROCHESTER,55901,44.0604001,-92.4929455
3621 20 AVE NW,ROCHESTER,55901,44.0612652,-92.4938122
654 36 AVE NW,ROCHESTER,55901,44.0319778,-92.5200169
154 37 AVE NW,ROCHESTER,55901,44.0237961,-92.5180838
419 41 AVE NW,ROCHESTER,55901,44.0289018,-92.5268662
230 42 AVE NW,ROCHESTER,55901,44.026662,-92.5262661
3520 17 AVE NW,ROCHESTER,55901,44.0603479,-92.4874752
3021 18 AVE NW,ROCHESTER,55901,44.0564016,-92.4891789
3804 18 AVE NW,ROCHESTER,55901,44.0626913,-92.488407
300 18 1/2 AVE SW,ROCHESTER,55902,44.0204006,-92.490555
2409 HWY 52   N,ROCHESTER,55901,44.0481697,-92.4917728
2517 18 1/2 AVE NW,ROCHESTER,55901,44.0497558,-92.4938263
1603 19 AVE NW,ROCHESTER,55901,44.0389446,-92.4929285
1920 19 AVE NW,ROCHESTER,55901,44.0442765,-92.4926072
3310 19 AVE NW,ROCHESTER,55901,44.0584117,-92.4911885
3516 19 AVE NW,ROCHESTER,55901,44.0601988,-92.4917228
3603 19 AVE NW,ROCHESTER,55901,44.0609264,-92.4925525
4358 19 AVE NW,ROCHESTER,55901,44.0695355,-92.4908966
1908 20 AVE NW,ROCHESTER,55901,44.0439018,-92.4936863
4416 20 1/2 AVE NW,ROCHESTER,55901,44.0698917,-92.4936201
2117 21 AVE NW,ROCHESTER,55901,44.0458911,-92.4953408
3509 21 AVE NW,ROCHESTER,55901,44.0599112,-92.4946165
4139 22 AVE NW,ROCHESTER,55901,44.0676178,-92.497586
4219 22 AVE NW,ROCHESTER,55901,44.0681938,-92.4975761
4310 22 AVE NW,ROCHESTER,55901,44.0688193,-92.4969064
1759 25 AVE NW,ROCHESTER,55901,44.041127,-92.4978402
1859 25 AVE NW,ROCHESTER,55901,44.0427548,-92.4990926
5603 25 AVE NW,ROCHESTER,55901,44.0813726,-92.500081
5933 25 AVE NW,ROCHESTER,55901,44.0845726,-92.5015765
5618 26 AVE NW,ROCHESTER,55901,44.0822108,-92.5018349
2407 27 AVE NW,ROCHESTER,55901,44.0490851,-92.5012922
2512 28 AVE NW,ROCHESTER,55901,44.0495979,-92.5017318
111 36 AVE NW,ROCHESTER,55901,44.0224849,-92.5175436
168 36 AVE NW,ROCHESTER,55901,44.0244441,-92.5169012
220 36 AVE NW,ROCHESTER,55901,44.0258456,-92.5169451
322 36 AVE NW,ROCHESTER,55901,44.0271784,-92.5175539
432 36 AVE NW,ROCHESTER,55901,44.0296146,-92.5195177
4328 CIMARRON CT NW,ROCHESTER,55901,44.0691062,-92.4898983
1115 ELTON HILLS DR NW,ROCHESTER,55901,44.0501695,-92.4795376
2104 ELTON HILLS DR NW,ROCHESTER,55901,44.0455822,-92.4860987
2200 ELTON HILLS DR NW,ROCHESTER,55901,44.0465711,-92.4860033
4308 MANOR VIEW DR NW,ROCHESTER,55901,44.0220999,-92.5268202
3753 MANOR WOODS DR NW,ROCHESTER,55901,44.0234756,-92.5193429
2006 TELEMARK LN NW,ROCHESTER,55901,44.0453431,-92.4776844
3908 4 PL NW,ROCHESTER,55901,44.028285,-92.5221927
4057 4 PL NW,ROCHESTER,55901,44.0282343,-92.525787
3921 5 PL NW,ROCHESTER,55901,44.0304412,-92.5222132
4102 5 PL NW,ROCHESTER,55901,44.0302591,-92.5250743
3554 6 PL NW,ROCHESTER,55901,44.0303418,-92.5183004
3589 6 PL NW,ROCHESTER,55901,44.0303273,-92.5198679
3909 7 PL NW,ROCHESTER,55901,44.0321234,-92.5216126
4003 7 PL NW,ROCHESTER,55901,44.0321288,-92.5230139
4115 7 PL NW,ROCHESTER,55901,44.031766,-92.5256238
5519 CLEARWATER RD NW,ROCHESTER,55901,44.0804827,-92.5114561
2236 TELEMARK LN NW,ROCHESTER,55901,44.0474847,-92.4761257
2600 WESTRIDGE LN NW,ROCHESTER,55901,44.0507932,-92.4678998
